,Title,Link,Name,Cat,Aut link,Plan,Budget,Date
15,"Lasteraamat ""Ei taha! Ei taha!""",https://www.hooandja.ee/projekt/ei-taha-ei-taha,Terje Vooglaid Trükis,Trükis,https://www.hooandja.ee/users/terjevooglaid,103,615,21.05.2020
16,Puhja kiriku lühtrite restaureerimine,https://www.hooandja.ee/projekt/puhja-kiriku-luhtrite-restaureerimine,Tiit Kuusemaa Kodanikualgatus,Kodanikualgatus,https://www.hooandja.ee/users/tiitkuusemaa,129,1 550,18.05.2020
17,"Ruudu Rahumaru fotomaali näitus ""Templihoidjad""",https://www.hooandja.ee/projekt/templihoidjad,Ruudu Sandra Kunst,Kunst,https://www.hooandja.ee/users/ruudusandra,115,4 042,17.05.2020
18,Palavikulilled,https://www.hooandja.ee/projekt/palavikulilled,Indrek Koff Trükis,Trükis,https://www.hooandja.ee/users/teejakohvi,118,5 101,16.05.2020
19,"Joel Remmel ""Live at Taff Club"" vinüülplaadi väljaandmine",https://www.hooandja.ee/projekt/joel-remmel-live-taff-club,joelremmel Muusika,Muusika,https://www.hooandja.ee/users/joelremmel,152,1 515,01.05.2020
20,"Raamatu ""Kõige magusam vili"" II osa väljaandmine",https://www.hooandja.ee/projekt/raamatu-koige-magusam-vili-ii-osa-valjaandmine,Regina Jaakson Trükis,Trükis,https://www.hooandja.ee/users/reginaatkajaakson1,100,1 800,01.05.2020
21,"Dagö ""Küte""",https://www.hooandja.ee/projekt/dago-kute,Lauri Saatpalu Muusika,Muusika,https://www.hooandja.ee/users/lauri8,396,11 876,01.05.2020
22,Ansambli Boamadu lühialbumi avaldamine,https://www.hooandja.ee/projekt/ansambli-boamadu-luhialbum-20,Veli Rooger Muusika,Muusika,https://www.hooandja.ee/users/veli1,108,2 385,26.04.2020
23,Madalseiklusrada Laulasmaa Koolile,https://www.hooandja.ee/projekt/madalseiklusrada-laulasmaa-koolile,Kristiina Vähk Haridus,Haridus,https://www.hooandja.ee/users/kristiinavahk,103,7 001,22.04.2020
24,"Culpas - ""Leo Põld"" Muusikavideo",https://www.hooandja.ee/projekt/culpas-leo-pold-muusikavideo,Keio Kärdla Muusika,Muusika,https://www.hooandja.ee/users/keiokardla,104,1 036,17.04.2020
25,"Kristiina Ehini uue luulekogu ""Janu on kõikidel üks"" väljaandmine",https://www.hooandja.ee/projekt/kristiina-ehini-uue-luulekogu-janu-koikidel-uks-valjaandmine,kristiina ehin Trükis,Trükis,https://www.hooandja.ee/users/kristiinaehin,181,10 479,13.04.2020
26,"Raamat ""Riigid, mida pole olemas""",https://www.hooandja.ee/projekt/raamat-riigid-mida-pole-olemas,Silvia Pärmann Trükis,Trükis,https://www.hooandja.ee/users/silviaparmann,117,4 091,11.04.2020
27,Kevin Jurs CrossFit Gamesile 2020,https://www.hooandja.ee/projekt/kevin-jurs-crossfit-gamesile-2020,Kevin Jurs Sport,Sport,https://www.hooandja.ee/users/kevinjurs,116,4 050,09.04.2020
28,"Rupert Sheldrake Eestis: ""Teadus ja vaimne praktika""",https://www.hooandja.ee/projekt/rupert-sheldrake-eestis-teadus-ja-vaimne-praktika,Hardo Pajula Sündmus,Sündmus,https://www.hooandja.ee/users/hardopajula,112,11 173,09.04.2020
29,Merisiil ja karuäke,https://www.hooandja.ee/projekt/merisiil-ja-karuake,Gunnar Vemmal Saar Trükis,Trükis,https://www.hooandja.ee/users/vendvemmal,144,1 978,04.04.2020
30,"Jazzilegend Stéphane Grappelli elulooraamat ""Pagasiks vaid viiul""",https://www.hooandja.ee/projekt/stephane-grappelli-elulooraamat,Piret Kärm Trükis,Trükis,https://www.hooandja.ee/users/kpiret,112,5 595,01.04.2020
31,"Tartu Tamme Kooli suurlavastus ""Prints ja kerjus""",https://www.hooandja.ee/projekt/prints-ja-kerjus,Anti Kadajane Haridus,Haridus,https://www.hooandja.ee/users/anti5,104,4 680,28.03.2020
32,"Multimeedianäitus ""Kondas 120""",https://www.hooandja.ee/projekt/multimeedia-naitus-kondas-120,Hege-Lee Paiste Kunst,Kunst,https://www.hooandja.ee/users/hegeleepaiste,103,929,27.03.2020
33,Võistlustelk Pontiacile,https://www.hooandja.ee/projekt/voistlustelk-pontiacile,Leiger Racing Sport,Sport,https://www.hooandja.ee/users/leigerracing,108,1 121,24.03.2020
34,Võlumetsa rajamine Võrumaal,https://www.hooandja.ee/projekt/volumetsa-rajamine-vorumaal,Kaia-Kaire Hunt Kodanikualgatus,Kodanikualgatus,https://www.hooandja.ee/users/kaiakairehunt,131,3 920,21.03.2020
35,TE-MA,https://www.hooandja.ee/projekt/te-ma,Karl-Christoph Rebane Trükis,Trükis,https://www.hooandja.ee/users/karlchristophr,145,870,20.03.2020
36,Alar Tuule autoriraamat,https://www.hooandja.ee/projekt/alar-tuule-autoriraamat,Art & Tonic Trükis,Trükis,https://www.hooandja.ee/users/mariin,107,3 205,20.03.2020
37,Keila Kooli 64. lennu Moeshow,https://www.hooandja.ee/projekt/keila-kooli-64-lennu-moeshow,Rauno Pisa Noored talendid,Noored talendid,https://www.hooandja.ee/users/raunopisa,105,526,16.03.2020
38,"Siiri Siimeri lastelaulud ""Kõik, mis juhtub ja ei juhtu""",https://www.hooandja.ee/projekt/siiri-siimeri-lastelaulud-koik-mis-juhtub-ja-ei-juhtu,siiri siimer Muusika,Muusika,https://www.hooandja.ee/users/siiri13,100,7 010,15.03.2020
39,"Võru Kreutzwaldi Kooli lasteraamatute projekt ""Raamatusiil""",https://www.hooandja.ee/projekt/raamatusiil,Taavi Karu Haridus,Haridus,https://www.hooandja.ee/users/taavikaru,120,3 005,15.03.2020
40,"Luulekogu ""Avastamata võlumaa""",https://www.hooandja.ee/projekt/luulekogu-avastamata-volumaa,Helen Sakson Trükis,Trükis,https://www.hooandja.ee/users/helensakson,110,550,13.03.2020
41,Meie Mets,https://www.hooandja.ee/projekt/meie-mets,Igor Skalkin Film & Foto,Film & Foto,https://www.hooandja.ee/users/iskalkin,110,3 509,12.03.2020
42,"Dokumentaalfilm ""Miks sa liigud?""",https://www.hooandja.ee/projekt/dokumentaalfilm-miks-sa-liigud,Johanna Mägin Film & Foto,Film & Foto,https://www.hooandja.ee/users/johannamagin,112,2 012,12.03.2020
43,"Ansambel Elvuse CD ""Marsi udud""",https://www.hooandja.ee/projekt/ansambel-elvuse-cd-marsi-udud,Teet Velling Muusika,Muusika,https://www.hooandja.ee/users/teetvelling,103,1 845,12.03.2020
44,"Kogumik ""Paras paar. Torupilli Juss & Cätlin Mägi"" (raamat ja 2 CD-d)",https://www.hooandja.ee/projekt/kogumik-paras-paar,catlincatlin Muusika,Muusika,https://www.hooandja.ee/users/catlincatlin,103,2 870,10.03.2020
45,Eduard Taska kultuurilooklassi antiiksed papikäärid,https://www.hooandja.ee/projekt/eduard-taska-kultuurilooklassi-antiiksed-papikaarid,Eve Hintsov Haridus,Haridus,https://www.hooandja.ee/users/evehintsov,104,2 857,02.03.2020
46,"Tänavatantsuvõistlus ""Nord East Battle 2020""",https://www.hooandja.ee/projekt/nord-east-battle-2020,Katrin Leon Sündmus,Sündmus,https://www.hooandja.ee/users/katrinleon,101,651,02.03.2020
47,"Lasteraamat ""Vapper koiott Oskar""",https://www.hooandja.ee/projekt/lasteraamat-vapper-koiott-oskar,Lasteraamat MTÜ Trükis,Trükis,https://www.hooandja.ee/users/lasteraamatmty,100,2 900,01.03.2020
48,"Carine Jessica album ""ctrl-alt-del""",https://www.hooandja.ee/projekt/carine-jessica-album-ctrl-alt-del,Carine Jessica Kostla Muusika,Muusika,https://www.hooandja.ee/users/10156580959003747,104,1 567,26.02.2020
49,"Oratoorium ""Kristus""",https://www.hooandja.ee/projekt/oratoorium-kristus,Kärt Joanna Stalde Muusika,Muusika,https://www.hooandja.ee/users/k2rt27,101,7 040,24.02.2020
50,"Luulekogu ""eluiluvalu""",https://www.hooandja.ee/projekt/luulekogu-eluiluvalu,Anu Ruusmaa Trükis,Trükis,https://www.hooandja.ee/users/ruusmaa1,121,2 961,15.02.2020
51,KARJASE SAI AVAB KOHVIKUT,https://www.hooandja.ee/projekt/karjase-sai-avab-kohvikut,Kenneth Karjane Kodanikualgatus,Kodanikualgatus,https://www.hooandja.ee/users/karjasesai,119,9 520,10.02.2020
52,Noorteromaani trükkimine,https://www.hooandja.ee/projekt/noorteromaani-trukkimine,Liisi Suitsberg Trükis,Trükis,https://www.hooandja.ee/users/suitsbergliisi,169,1 180,03.02.2020
53,"Ray Bradbury raamatu ""451˚ Fahrenheiti"" eriväljaanne",https://www.hooandja.ee/projekt/451-fahrenheiti,Fahrenheit 451˚ raamatutuba Trükis,Trükis,https://www.hooandja.ee/users/fahrenheit451,107,5 333,03.02.2020
54,"Kristjan Üksküla muusikaalbum ""Üle ääre""",https://www.hooandja.ee/projekt/muusikaalbum-ule-aare,Kristjan Üksküla Muusika,Muusika,https://www.hooandja.ee/users/keindorf,124,5 965,01.02.2020
55,Uus Pianiino Nõo Muusikakooli,https://www.hooandja.ee/projekt/uus-pianiino-noo-muusikakooli,Kätlin Virgo Muusikariistad,Muusikariistad,https://www.hooandja.ee/users/nmuusika,146,2 196,31.01.2020
56,J-Fest 2020,https://www.hooandja.ee/projekt/j-fest-2020,Dmitri Orehhov Sündmus,Sündmus,https://www.hooandja.ee/users/orehov520,100,500,27.01.2020
57,Tartu Ülikooli korvpallikooli U17 võistkond toob Eurosarja Tartusse,https://www.hooandja.ee/projekt/tartu-ulikooli-korvpallikooli-u17-voistkond-toob-eurosarja-tartusse,Olari Narits Sport,Sport,https://www.hooandja.ee/users/olarinarits,100,1 505,27.01.2020
58,Barbari Hooandja,https://www.hooandja.ee/projekt/barbari-hooandja,Rockiklubi Barbar Muusika,Muusika,https://www.hooandja.ee/users/barbarestonia,59,7 730,Lõppenud
59,Saaremaa Ühisgümnaasiumi 103. lennu kabaree-etendus,https://www.hooandja.ee/projekt/saaremaa-uhisgumnaasiumi-kabaree,Käthriin Steinberg Noored talendid,Noored talendid,https://www.hooandja.ee/users/kathriinsteinberg002,162,3 270,16.01.2020
60,Jääpurjetamise võistlusteks vajaliku varustuse soetamine,https://www.hooandja.ee/projekt/jaapurjetamise-voistluste-varustus,Helika Villmäe Sport,Sport,https://www.hooandja.ee/users/helikavillmae,101,4 050,16.01.2020
61,Aita Hiiumaa ratsutajad katuse alla,https://www.hooandja.ee/projekt/aita-hiiumaa-ratsutajad-katuse-alla,Teele Talts Sport,Sport,https://www.hooandja.ee/users/teeletalts,103,6 970,15.01.2020
62,"Rännaklavastus ""Hingede öö""",https://www.hooandja.ee/projekt/rannaklavastus-hingede-oo,Labürintteatriühendus G9 Teater,Teater,https://www.hooandja.ee/users/labyrintg9,103,7 492,13.01.2020
63,"Luulekogu ""Luuletaeva lambike""",https://www.hooandja.ee/projekt/luulekogu-luuletaeva-lambike,Jaak Känd Trükis,Trükis,https://www.hooandja.ee/users/jaakkand88,104,730,13.01.2020
64,"Minu esimene soolonäitus ehk ""idiosyncratic""",https://www.hooandja.ee/projekt/idiosyncratic,Patrick Soome Disain,Disain,https://www.hooandja.ee/users/patricksoome,122,914,13.01.2020
65,"Lühifilm ""LUCEAT""",https://www.hooandja.ee/projekt/luhifilm-luceat,Kevin Kohjus Film & Foto,Film & Foto,https://www.hooandja.ee/users/kevinkohjus1,120,2 385,02.01.2020
66,Mõniste-Ritsiku kirikuhoone laudvooderduse remont,https://www.hooandja.ee/projekt/moniste-ritsiku-kirikuhoone-remont,Mõniste-Ritsiku Kiriku Toetajad MTÜ Kodanikualgatus,Kodanikualgatus,https://www.hooandja.ee/users/varstukirik,103,1 775,01.01.2020
67,"Lasteraamat ""Tähestikupere. Abimees tähtede õppimisel""",https://www.hooandja.ee/projekt/lasteraamat-tahestikupere-abimees-tahtede-oppimisel,Kristel Põld Trükis,Trükis,https://www.hooandja.ee/users/sapaskri,102,3 380,27.12.2019
68,"Märten Krossi autoriplaadi ""Üks poiss vaatas tähti""  väljaandmine",https://www.hooandja.ee/projekt/marten-krossi-autoriplaadi-uks-poiss-vaatas-tahti-valjaandmine,Märten Kross Muusika,Muusika,https://www.hooandja.ee/users/martenkross,100,5 015,24.12.2019
69,Jõuluvana Postkontor 2019,https://www.hooandja.ee/projekt/jouluvana-postkontor-2019,Mittetulundusühing Do Good Kodanikualgatus,Kodanikualgatus,https://www.hooandja.ee/users/kartkybarsepp,107,535,21.12.2019
70,"Lastelaulude CD ""Märkaja - püüa päeva!""",https://www.hooandja.ee/projekt/lastelaulude-cd-markaja-puua-paeva,Liina Ellik Muusika,Muusika,https://www.hooandja.ee/users/liinaellik,103,1 195,19.12.2019
71,Aita tutvustada püsimetsandust!,https://www.hooandja.ee/projekt/aita-tutvustada-pusimetsandust,Eestimaa Looduse Fond Trükis,Trükis,https://www.hooandja.ee/users/kertu2-0,266,2 662,17.12.2019
72,Eluterve pohhuist raamat,https://www.hooandja.ee/projekt/eluterve-pohhuist,Tom Estonia Valsberg Trükis,Trükis,https://www.hooandja.ee/users/ilmahirmuta,117,8 087,13.12.2019
73,"""Aitäh, Uno Naissoo!"" - Uno Naissoo loominguga plaadi välja andmine.",https://www.hooandja.ee/projekt/uno-naissoo-lauludega-plaadi-valja-andmine,Ivi Rausi Muusika,Muusika,https://www.hooandja.ee/users/ivirausi,100,2 900,10.12.2019
74,Kalender 2020 Fiona ja Frida väikesed rõõmud,https://www.hooandja.ee/projekt/fiona-ja-frida,Meeli Trükis,Trükis,https://www.hooandja.ee/users/freiya1,121,2 181,10.12.2019
75,Hulkur Dumball Rallyle 2020,https://www.hooandja.ee/projekt/hulkur-dumball-rallyle-2020,Hulkur Kultuurisaadikud,Kultuurisaadikud,https://www.hooandja.ee/users/info235,100,8 025,08.12.2019
76,"Luulekogu ""Elan.Usaldan.Armastan.""",https://www.hooandja.ee/projekt/luulekogu-elanusaldanarmastan,Kaidi Koppel Trükis,Trükis,https://www.hooandja.ee/users/kaidikoppel27,106,2 230,07.12.2019
77,"Luulekogu-fotoraamat ""Vaikiv valgus""",https://www.hooandja.ee/projekt/luulekogu-fotoraamat-vaikiv-valgus,Maris Mägi Trükis,Trükis,https://www.hooandja.ee/users/marismagi006,104,1 562,05.12.2019
78,"Heliraamat ""Linnulood""",https://www.hooandja.ee/projekt/linnulood,Polina Tserkassova Muusika,Muusika,https://www.hooandja.ee/users/polinapoliniel,143,3 990,02.12.2019
79,"1.kiht – Ilus, mugav ja loodust säästev aluspesu naistele",https://www.hooandja.ee/projekt/1kiht,1.kiht Disain,Disain,https://www.hooandja.ee/users/kerstimikkov-0,101,3 040,02.12.2019
80,"Luulekogu ""ENESELEIDJA""",https://www.hooandja.ee/projekt/luulekogu-eneseleidja,Kristo Tuurmann Trükis,Trükis,https://www.hooandja.ee/users/kristotuurmann,122,1 464,01.12.2019
81,TÜ korvpallikooli U14 võistkond Eurosarja,https://www.hooandja.ee/projekt/u14-voistkonna-osalemine-euroopa-noorte-korvpalli-liigas,Gert Prants Sport,Sport,https://www.hooandja.ee/users/gertprants,100,2 510,30.11.2019
82,Aitame Siidisabad välisvõistlustele Eestit esindama!,https://www.hooandja.ee/projekt/aitame-siidisabad-valisvoistlustele,kristi.terep Sport,Sport,https://www.hooandja.ee/users/kristiterep,126,3 145,29.11.2019
83,Muinasjutulised jõulu-vaateaknad,https://www.hooandja.ee/projekt/muinasjutulised-joulu-vaateaknad,Väätsa kogukond Kodanikualgatus,Kodanikualgatus,https://www.hooandja.ee/users/l22nemets,111,1 106,29.11.2019
84,Uus buss Cycling Tartu poistele,https://www.hooandja.ee/projekt/uus-buss-cycling-tartu-poistele,Rene Mandri Sport,Sport,https://www.hooandja.ee/users/renemandri,113,7 919,28.11.2019
85,"""Virumaa pärimuse radadel"" - CD-albumi väljaandmine",https://www.hooandja.ee/projekt/virumaa-parimuse-radadel-cd-albumi-valjaandmine,Anni Rikker Muusika,Muusika,https://www.hooandja.ee/users/annirikker,110,3 855,27.11.2019
86,"Kinkeraamat ""TÄNULIKKUS- Lihtne õnne retsept""",https://www.hooandja.ee/projekt/kinkeraamat,Heike Pettinen Trükis,Trükis,https://www.hooandja.ee/users/heikepettinen,101,3 653,23.11.2019
87,MAAVALLA SIRVIKALENDER,https://www.hooandja.ee/projekt/maavalla-sirvikalender,Epp Margna Trükis,Trükis,https://www.hooandja.ee/users/hinokad,153,818,22.11.2019
88,"Lasteraamat ""Eia seiklus Tondikakul""",https://www.hooandja.ee/projekt/lasteraamat-eia-seiklus-tondikakul,Anu Aun Trükis,Trükis,https://www.hooandja.ee/users/anu1,115,11 500,18.11.2019
89,"Muusika, mis aitab sul ületada hirmud ja olla parem versioon iseendast",https://www.hooandja.ee/projekt/muusika-mis-aitab-sul-uletada-hirmud-ja-olla-parem-versioon-iseendast,Roland Tokko Muusika,Muusika,https://www.hooandja.ee/users/kadri45,100,10 008,18.11.2019
90,Varjupaikade MTÜ heategevuskalender 2020,https://www.hooandja.ee/projekt/varjupaikade-mtu-heategevuskalender-2020,Anneli Matsi Trükis,Trükis,https://www.hooandja.ee/users/annelimatsi,121,4 720,14.11.2019
91,IDA Raadio,https://www.hooandja.ee/projekt/idaraadio,IDA Raadio Meedia,Meedia,https://www.hooandja.ee/users/hello4,113,13 500,13.11.2019
92,"Seltskonnamäng ""Karupong""",https://www.hooandja.ee/projekt/seltskonnamang-karupong,ei kysind OÜ Mäng,Mäng,https://www.hooandja.ee/users/rainh951,104,2 070,10.11.2019
93,"""Mäepealse lood"" (raamat esimesele kooliastmele kuni vanusele 99+)",https://www.hooandja.ee/projekt/maepealse-lood,Maarja Astover Trükis,Trükis,https://www.hooandja.ee/users/astovermaarja,100,2 679,10.11.2019
94,"Luuletustega raamat ""Sinine värv on otsas""",https://www.hooandja.ee/projekt/luuletustega-raamat-sinine-varv-otsas,Marge Pärnits Trükis,Trükis,https://www.hooandja.ee/users/maie,148,2 054,09.11.2019
95,"Ajurveeda kalendermärkmik ""Aasta armastusega 2020""",https://www.hooandja.ee/projekt/ajurveeda-kalendermarkmik-aasta-armastusega-2020,Aet Sillaste Trükis,Trükis,https://www.hooandja.ee/users/aetsillaste2,107,2 164,05.11.2019
96,"Lasteaialugude kogumik ""Klotsinurgajutud""",https://www.hooandja.ee/projekt/lasteaialugude-kogumik,Merilin Mandel Trükis,Trükis,https://www.hooandja.ee/users/merkaa,124,4 945,05.11.2019
97,Antarktika avastaja admiral Bellingshauseni mälestusmärk Kuressaarde,https://www.hooandja.ee/projekt/antarktika-avastaja-admiral-bellingshauseni-malestusmark-kuressaarde,MTÜ Saaremaa Merekultuuri Selts Kodanikualgatus,Kodanikualgatus,https://www.hooandja.ee/users/rainer6,111,11 060,01.11.2019
98,"Lasteraamatu ""Popa otsib kodu"" trükkimine",https://www.hooandja.ee/projekt/lasteraamatu-popa-otsib-kodu-trukkimine,Liis Mure Trükis,Trükis,https://www.hooandja.ee/users/liismure,134,2 141,01.11.2019
99,Montessori lasteaiarühma avamine,https://www.hooandja.ee/projekt/montessori-lasteaiaruhma-avamine,Eesti Montessori Ühing Kodanikualgatus,Kodanikualgatus,https://www.hooandja.ee/users/jaanikamyyrsepp,111,11 802,30.10.2019
100,Tallinna feministlik foorum 2019,https://www.hooandja.ee/projekt/tallinna-feministlik-foorum-taff-2019,Nele Laos Kodanikualgatus,Kodanikualgatus,https://www.hooandja.ee/users/nelelaos,102,2 702,30.10.2019
101,"Merit Raju uus raamat: ""Vaba ja metsik. Julgusest elada oma reeglite järgi""",https://www.hooandja.ee/projekt/vaba-ja-metsik-julgusest-elada-oma-reeglite-jargi,Merit Raju Trükis,Trükis,https://www.hooandja.ee/users/meritraju,172,5 162,27.10.2019
102,"Tom Valsbergi uus Väelaulude CD ""Süda lööb biiti""",https://www.hooandja.ee/projekt/tom-valsbergi-uus-vaelaulude-cd-suda-loob-biiti,Tom Estonia Valsberg Muusika,Muusika,https://www.hooandja.ee/users/ilmahirmuta,148,6 389,25.10.2019
103,CrossFit Pärnu,https://www.hooandja.ee/projekt/crossfit-parnu,Piret Aas Sport,Sport,https://www.hooandja.ee/users/ubinake1,106,3 450,25.10.2019
104,"Inspiratsiooniraamat ""88 õnnehetke""",https://www.hooandja.ee/projekt/inspiratsiooniraamat-88-onnehetke,Kirjutaja Getter Trükis,Trükis,https://www.hooandja.ee/users/kirjutajagetter,101,4 925,21.10.2019
105,"Kelli Uustani autoriplaadi ""Coming Out- all about nuance"" väljaandmine",https://www.hooandja.ee/projekt/kelli-uustani-autoriplaadi-valjaandmine,Kelli Uustani Muusika,Muusika,https://www.hooandja.ee/users/kelli1,102,2 850,18.10.2019
106,Filmifestival Kino maale animakoolituste korraldamine,https://www.hooandja.ee/projekt/filmifestival-kino-maale,Indrek Jurtšenko Sündmus,Sündmus,https://www.hooandja.ee/users/indrekjurtsenko,104,520,18.10.2019
107,"Nii palju, kui mina tean - dokumentaalfilm, mis taastab usu inimlikkusesse",https://www.hooandja.ee/projekt/nii-palju-kui-mina-tean,Anrike Piel Film & Foto,Film & Foto,https://www.hooandja.ee/users/anrikepiel,101,10 640,15.10.2019
108,"""Elu kaubikus – ideest teostuseni"" raamatu väljaandmine",https://www.hooandja.ee/projekt/elu-kaubikus-ideest-teostuseni-raamatu-valjaandmine,Raul Tiit Trükis,Trükis,https://www.hooandja.ee/users/raultiit92,101,2 515,11.10.2019
109,"Ansambli Kreatiivmootor neljas stuudioalbum ""Mentalbau""",https://www.hooandja.ee/projekt/ansambli-kreatiivmootor-neljas-stuudioalbum-mentalbau,Kaur Garšnek Muusika,Muusika,https://www.hooandja.ee/users/kaurgarshnek,100,4 201,09.10.2019
110,Moekollektsioon,https://www.hooandja.ee/projekt/moekollektsioon,Valeria Karoman Disain,Disain,https://www.hooandja.ee/users/vkaroman,104,520,07.10.2019
111,"Ruhnu pärimusmuusika albumi ""Ruhnu saarel mitu otsa"" väljaandmine",https://www.hooandja.ee/projekt/ruhnu-saarel-mitu-otsa-valjaandmine,Karoliina Kreintaal Muusika,Muusika,https://www.hooandja.ee/users/karoliinakreintaal,115,3 109,06.10.2019
112,Lauajalgpallid ja koroonalauad lasterikaste perede lastele,https://www.hooandja.ee/projekt/lauajalgpallid-ja-koroonalauad-lasterikaste-perede-lastele,Eesti Lasterikaste Perede Liit MTÜ Kodanikualgatus,Kodanikualgatus,https://www.hooandja.ee/users/info231,113,4 856,02.10.2019
113,Lükka hoogu PONIKARIKALE: ÄGEDAD VÕISTLUSLATID JA  MOBIILNE JÄRELKÄRU,https://www.hooandja.ee/projekt/lukka-hoogu-ponikarikale,Katrin Vellet Sport,Sport,https://www.hooandja.ee/users/katrinvellet,58,4 030,Lõppenud
114,Anna hoogu esimesele kogukonna korvpallitiimile ROCK,https://www.hooandja.ee/projekt/rocktartu,Rock korvpalliklubi Kodanikualgatus,Kodanikualgatus,https://www.hooandja.ee/users/info228,101,15 150,26.09.2019
115,Lucky Laika kahe aasta kalender,https://www.hooandja.ee/projekt/lucky-laika-kahe-aasta-kalender-0,Lucky Laika Trükis,Trükis,https://www.hooandja.ee/users/tarieli-lipartia,143,2 145,24.09.2019
116,Eestlane maailmarekordit purustama!,https://www.hooandja.ee/projekt/eestlane-maailmarekordit-purustama,Merily Taras Sport,Sport,https://www.hooandja.ee/users/1654431977963836,105,3 555,21.09.2019
117,Kasvuhoonegaaside vood vihmametsas,https://www.hooandja.ee/projekt/kasvuhoonegaaside-vood-vihmametsas,Uno Andreas Tavast Keskkond,Keskkond,https://www.hooandja.ee/users/aadubullet,108,1 300,18.09.2019
118,Eestivene kultuuriajakiri PLUG korraldab näituse ja annab välja raamatu,https://www.hooandja.ee/projekt/eesti-vene-kultuuriajakiri-plug-korraldab-naituse-ja-annab-valja-raamatu,olesjab Sündmus,Sündmus,https://www.hooandja.ee/users/olesjab,106,2 166,18.09.2019
119,"Johanna Randmanni debüüt EP ""Mina""",https://www.hooandja.ee/projekt/johanna-randmanni-debuut-ep-mina,Johanna Randmann Muusika,Muusika,https://www.hooandja.ee/users/johannarandmann,100,1 605,13.09.2019
120,Locolus: Uudne äpp ürituste leidmiseks,https://www.hooandja.ee/projekt/locolus-uudne-app-urituste-leidmiseks,Locolus Tehnoloogia,Tehnoloogia,https://www.hooandja.ee/users/locolusapp,101,1 516,11.09.2019
121,Vaata!Festival,https://www.hooandja.ee/projekt/vaatafestival,Vaata!Festival Sündmus,Sündmus,https://www.hooandja.ee/users/vaatafestival,112,1 115,09.09.2019
